task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
sentiment,1625,bitter,2170,the lost,1942,was poor and,39,'s stiff,3043,Classic,357,was so bad,3134,cheaper,75,bothersome the,1086,the are only,1935,Also sorry,299,WELL,427,is fraudulent,2349,disappointed and,2550,the are really,2162,well,1526,pleased,615,is right,571,cute and so,1090,are so flattering,2932,enjoy and also
sentiment,853,great Like,2586,IS NOT BROKE,802,nt nicely,131,already even,1792,gained,1462,hook back,2971,way small,2471,work top,225,not just,8,super and not,1827,noticeably The,2771,satisfied,145,the negative,1610,nicely the,479,very stylish,1678,liked work,1327,again n't,379,There nice,3097,there useless,2324,LOVES !
sentiment,2632,else where,2561,awful and,2205,ai nt,1865,squeaky noise,753,Thus far,1819,not impressive,2462,am hard,830,is much straightforward,2572,great like,2292,warm but,1901,disappointment the,1560,wife,1798,very just,216,strange,2609,nightmare The,3010,really uncomfortable,2083,WELL LIKE,314,are tight,2998,boring,1498,best for
sentiment,2141,frequently not,2024,And pretty,2283,Gold and,2749,poor Dissapointed,2933,are uncomfortable and,3019,been very happy,1317,been perfect,157,however flawed,1793,goodwill and,1530,pretty and very,2126,were cold and,1850,Very cheap,1488,be best,2536,forever the,1033,very pretty,2259,sturdy cute,116,is now,3082,nice,729,not progress,425,badly
sentiment,1548,Not recommended,503,attractive,1457,soft and fancy,1761,mess,1085,somewhat the,24,'re not like,413,only enough,1299,was just like,2323,too also,919,so super,796,The Shock,1233,highly recommend,2751,is correct,1267,loved,2603,muddy and,2107,picky,2653,and excellent,1140,be vastly,1924,n't recommend,2862,comfortable fancy
sentiment,2545,RETURN,367,is terrible,2226,really joke,1720,fraud,1101,love love,2461,scratchy,2788,Returned,1824,n't like The,591,convenience comfort,504,and peace,1630,the is n't,134,is soft,1277,the is uneven,1254,sturdy and,2145,THE IS NOT,1807,great bag,2802,so awkward,2345,comfortable weekends,71,improved but,791,super fast
sentiment,171,really easily,960,the bad,1786,either Not,1998,not too,849,good time,626,bothered so,1506,awesome comfortable,815,and honest,3081,were pretty,2335,'s overly friendly,178,good luck,2285,comfortable and long,618,great,1963,worn especially,817,rather uncomfortable,2963,so good,869,NOT ALREADY,810,are extremely,220,be bulky,2652,fine and
sentiment,1653,well fun,926,soft and barely,1425,already broken,298,so bad,2132,not hard,3050,particularly bothersome,2529,fairly comfortable nice,2708,was just bad,1478,good for,1290,Fast time,2870,killer,1779,too so,637,oversize,2792,Here trick,1060,Not pleased the,2575,just return,306,'s worst,655,and Sexy,2895,sad,2777,well and very
sentiment,470,and fast,1287,be very comfortable,391,is awesome,2855,good support and,2823,was awful,2454,was shriek,2495,Definitely work,2091,was compact,2728,be enough,2563,sent,2506,are loving,720,so comfortable,492,at The,835,so small,2180,rolled,1860,However the,1114,was smaller,1046,'s returning,2884,is well and,438,enough support
sentiment,2592,was incorrectly,2406,Very small,1948,perfect comfy,2517,oddest,2062,perfect,192,is not scratchy,1002,awesome,369,'m not thrilled,2817,been already,3075,comfortable and very,1404,Very warm,2376,COMFORTABLE AND VERY,1111,therefore n't,1015,'s comfortable,549,Keen,3085,instead the,1732,great warm,288,great !,486,The are wrongly,536,generous and
sentiment,582,are warm and,1383,are trendy,566,super cheap,1428,n't when,2279,and LOVES,1590,are nonsense and,2081,broken,3114,work and warm,2481,properly and n't,522,ordered,1559,heavily the,2119,do nt,1837,always the,2357,just like,2540,undersized and,1970,sorely disappointed,2746,great support and,28,nt comfortable,1079,is nightmare,2877,are well and
sentiment,666,the Worst,1106,been soft,2985,cool,1800,nice but,1242,n't really,736,glare Very,2860,Decent nice,2938,dropping,1306,incredibly,185,pretty the,936,the fake,1613,not work top,2139,were inexpensive and,683,CHEAP,2208,the cold,418,The are so,1776,are almost invisible,2236,wonderful,1197,'re super warm,1578,is unbelievable
sentiment,2348,defective So,1644,shine and,1333,n't how,1820,is Totally comfortable,698,not picky,1388,hard even,1594,'s why,2692,so far,2590,are very stylish,1181,certainly comfortable,2440,tough for,2847,never breaks,1890,are not warm,1057,n't as,2763,cheap There,19,perfectly and,302,the was very,3086,is sexy,1713,were really,326,beautifully well and
sentiment,1588,broke,363,not back,2184,hassle,1534,realistic,168,Better and so,2929,stylish and,2648,disappointment,2996,Works !,2597,pulled,1766,is also terrible,454,properly,2297,Not not,1780,are cheap and,875,useless,2400,way hot,3105,Not even,933,are cute flattering,1356,AND ROOMY,267,are invisible And,2713,securely and
sentiment,1654,is super comfortable,2974,Disappointed,3062,fits great,834,WAY TOO,1989,Works well,32,durable and great,2383,is half,697,garbage The,1599,There about,2532,dust and,2669,are clunky,1716,Not worth the,2247,be worn,1672,worn daily,1845,is also,2937,is better,269,free,1682,best work,1562,were super fast,1369,disappointed the
sentiment,2388,plenty enough,1073,hate,1532,is poorly,3125,is worth well,330,am normally,2515,was very good,1569,great comfortable,2123,lost and,2497,just right,929,not attractive,431,not only,348,anywhere the,909,good and,2249,were cheap,2037,is sturdy and easy,491,sorely,1382,trendy and,2490,was so excited,199,like watch,380,either too
sentiment,1439,the was too,798,Slow,739,be manipulate,1738,not properly,1305,is best,1975,n't the,2036,The is just,3045,fell apart,1982,was excited,2465,are amazing,989,safe and,2867,warned,1764,enjoy warmth and,828,Really nice,2033,'re still,2231,normally satisfied,394,worth time,1095,comfort and,2370,warm and not,2158,are most comfortable
sentiment,2819,lies,768,now super comfortable,1193,not like comfortable,2803,was oversize,1620,So about,2726,bad burn,743,'m really happy,1519,impossible,1205,exactly work favorite,2501,were already,2078,disappointed very,1729,n't any,2659,is really uncomfortable,2362,worn,1879,super comfortable,2516,warmer and,1019,skinny ONLY,254,n't properly,859,bad missed,1188,long The
sentiment,972,lose more,2993,ever not,2017,nt waste,1259,n't So,3096,is pretty good,2644,work great,278,'re skinny and,762,beautiful soft,1021,how scratchy,1244,Small,1082,are comfortable right,2230,right back,2163,is sturdy easy,1867,were super,1952,Very stiff,3135,were perfect,337,quite cheap,1107,is generally,2254,always great,2748,drain
sentiment,801,so irritated,2734,inexpensive and likes,177,comfortable Like,277,nice warm,738,The was exactly,2311,Just like,2414,'s bulky,349,are beautiful and,346,GOOD,100,comfy and well,2303,were inexpensive and likes,1704,n't around,766,Definitely n't,279,ever worn,2195,DEFINATELY NOT,2194,IS BROKE,1442,be small,1749,honest !,2821,even easier,1535,honestly so
sentiment,432,still so,2634,perfect for,1353,'s so,1241,n't even,2894,'m not picky,2408,import,2979,the was wrong,1336,are so perfect,3130,when the,730,loose and,25,The is sleazy,2476,"of:""sorry return",1529,was VERY disappointed,2419,support day,1226,disappointed when,2255,Unfortunately when,947,and warm,2480,broke and,2116,squeaky,977,was hugely disappointed
sentiment,1999,been heavily,1703,worn and,1668,not pure,2930,together haphazard,1760,'re skinny,1669,there trash,2936,comfortable accurate and,2837,strangest the,1156,pretty nice,2232,fit awesome,2992,hard and still,1909,is always perfect,1389,now the,565,support but,1398,really first,327,worn and not,1278,trendy cool,983,obviously expensive,2358,The is half,2638,frozen
sentiment,1436,the strangest,1136,was nt,310,the is problem,139,'re warm,2694,solid,1539,Soft nicely,1454,comfortably,2356,great loves,1348,still hurt,435,Soft comfy pretty,1784,Perfect for,2806,n't why,99,nicely and,513,very perfectly,2907,is NOT,1665,funny,2109,n't satisfied,795,why hell,2350,work days,3126,and like
sentiment,1955,disappointed not,952,enough the,396,refund free,2832,am pleased,1670,where the,1084,carefully there,2382,Shed,546,Just n't,390,is happy,2227,roomy perfect,2621,beautiful,1929,was nice,2464,AND WELL,1228,is exactly,910,is perfect and like,1100,upset,183,are n't consistent,1466,cute and,944,was n't expensive,607,cheaply
sentiment,2995,is ridiculous,2397,back right,2336,still awesome,1480,very roomy perfect,459,are comfortable and good,2196,am terribly,1116,am so thrilled,2641,cringe and,2309,upset disappointed,2953,hesitant,931,awkwardly actually,2752,cheap and,902,is very well,2239,indifferent,2392,impressed value,864,sack dark,1614,the are so,1861,is pretty nice,2500,work loves,3100,too bad
sentiment,2426,is sleazy,1504,much small,120,actually ugly,92,trendy and comfy,2023,the is pretty,3016,winner!Really nice,488,hard still,1065,super soft like,1994,bad The,2031,be thicker,1076,was willing,1685,avid and,2712,warm and like,2600,great support comfortable,2015,pretty,2310,The is definitely,2294,very good inexpensive,1597,is n't,3057,was sorely,734,There really
sentiment,838,comfortable and pretty,2233,the swelling,2850,right and decent,1051,Itchy,368,were hard and,860,shine,1521,ever so,123,suspect n't,2931,uploaded,119,m glad,37,the TROUBLE,1612,sending,2975,is just,1308,is confusing,2943,fancy and,1871,just charm,1900,are perfect helping,570,scratchy and somewhat,2566,are so cute,2290,horrible
sentiment,2224,scratch,3131,complaints n't,392,n't fit,1438,work Best,2155,hated the,578,was absolutely,405,hurt at,1293,Flare,1775,cute flattering,2887,dull BLAH,2447,liked but,1479,fell when,2391,n't worth the,560,the Shame,890,'re nice and,1444,was cute,355,are hard,763,are still comfortable,836,convenience and comfort,200,'m better
sentiment,476,near impossible,426,was how scratchy,2105,cute,214,'s great,304,still upset,88,incredibly soft,942,well nice,657,'s hard,208,Definitely abuse,1224,But,848,wise,127,The oddest,1606,smell,1972,was nicely,572,smaller,3011,was n't defective,760,the is just,1332,be well,2865,hard,870,fit correct
sentiment,354,are clunky and,1481,the was so,107,The horrible,2639,still n't,180,'m picky,2885,are better,2569,the loose,1753,not particuarly,2923,tough reliable,467,not,3022,perfect and,2483,being generous and,916,super,2810,is super,153,tough like,2257,well and not,576,The are too,593,am impressed,885,are flattering,2797,'re not
sentiment,1813,was n't correctly,2794,so better,2013,also work,2238,husband,640,Nice !,1857,comfort amazing,158,just fine,44,are very,184,was rather disappointed,2948,work favorite,2709,'s here,1042,the 's not,858,were great,847,nice Good and,1679,Also small,3041,wise perfect,1736,well comfortable,925,are durable,1437,way,106,good inexpensive
sentiment,2200,happy time,616,awesome comfortable and,1414,The is still,2643,is rather,1978,comfortable nothing,2296,beautiful and well,2565,bitter cold,976,Cute Comfy,1622,were Gold,562,the pain,2660,the cheap,1961,sturdy,1403,much too,2334,perfect like,2680,bulky and,1550,be like,837,super cute and,421,n't work The,1268,was way,1467,ready for
sentiment,3112,is fine,251,and shine,1276,and liked,1667,are available and happy,2021,perfect and exactly,1075,and well,1986,is well worth,2018,just all,238,weird the,2075,was n't available,79,awful the,1662,n't better,1087,n't still,1862,not enough support,1157,excellently,1538,super fast and,2028,was too,2514,way too,1208,right but,921,hurt extremely
sentiment,3128,very not,2910,disappointing the,1783,even worth,874,at like,2519,comfort and support,1231,construction- really,2982,strong and easy,2347,was perfect,1849,Not warm,1146,recommend !,210,put,2738,Love,687,too then,3068,was so glad,905,VERY WELL,1852,weird,2108,not even,1959,were Gold and,2623,'s not fancy,1009,excellent comfortable
sentiment,675,appreciate,383,shipped,581,and sexy,2373,immediately the,2267,ROOMY AND,2436,fit well,965,n't tarnish,2325,the are almost,2633,horrible the,1374,definitely again,2941,totally love,717,works day,2444,tops but,1026,right,3037,off the,1105,partner,2482,am sorely disappointed,2359,Good,779,IS NOT,104,lighter
sentiment,2209,Fits super,679,flawed the,452,drab,1495,favorite but,2190,there overall,643,were way,667,be refunded,1730,is Totally,2717,'m normally,2827,misplaced,2032,is really happy,1354,loves,748,nice and,2685,year,2329,sensitive but,2750,work and,1565,were scratchy,1919,n't like,2858,was way good,3013,support comfort
sentiment,1947,are absolutely unwilling,2420,the are definetely,516,instead The,2277,love awesome and,590,was more,162,cheap so,2886,are enough,2228,work perfect,2101,Nice and,138,are comfortable and well,325,is not soft,1313,comfortable !,600,the was much,362,not sensitive,290,is all,105,really love,1239,is great good,647,not like,1690,was quite,1251,NOT EVEN
sentiment,1011,never stupid,2004,are very dull,1148,champion years,2762,better and eager,2854,and sharp,2496,well and likes,2291,was n't willing,2122,is ridiculous And,1235,Excellent value,1554,vastly improved,2301,be way,285,was really cute,2874,is not like,2365,too Sadly,1016,is like,773,is definitely tough,1649,poor,2909,super and enough,2755,warm like,1324,difficult in
sentiment,845,loved and,143,very the,2678,almost useless,1326,was WAY,2003,normally the,1675,trauma,1014,joke and,2169,Nice and durable,1689,invisible And,1493,cute for,142,be cute,2724,the are NOT,475,are doubtful,1933,and spectacular,764,the was disappointing,2354,too small,2526,'s cute and,464,right away,741,WAY too,2720,Cute
sentiment,2742,Very poor,2690,merely uncomfortable,1603,hard and,969,were extremely uncomfortable,365,problems,3046,are available variety,1407,is why hell,3025,The are particularly,1553,still nearly,2568,'s pretty,1449,'m thrilled,1358,swollen NOT,72,always consistent,118,be perfect,1940,undersized cheap,2687,wrong,2613,were inexpensive likes,2857,are nice,1000,was properly and,412,super and
sentiment,519,glare,1583,so perfect,3101,anymore Thank,1121,Fit great,1787,poorly and poorly,1191,well and even,1911,Lucky,2513,are There,1400,too far,662,still small,1322,well easy,1771,fit good,60,fit properly,575,are only enough,1426,Cute and Sexy,2403,'s smaller,2961,love length,793,are not perfect,2799,is every,2199,are even worth
sentiment,1027,the is uncomfortable,1132,n't worth,2759,was when,1876,durable,932,and cute,1347,ever Thus,1635,was pretty and,2318,not pleased,1717,was just,2395,cloudy poorly,2784,Sadly returned,771,Great comfortable,2045,sort defeats,2766,are invisible,2747,fit nicely,2417,Not,2607,definitely more,53,be when transparent,2790,was hesitant,671,years
sentiment,1694,and comfortable,950,tanks,1209,is worst,1269,was cheap,307,super and roomy,1040,swelling just,681,worth well like,473,be comfortable,1501,'m always,1839,are n't enough,1362,good but,152,joke,2840,not returning,703,are bad,811,Nice,3038,fast,2676,confusing How,2521,itchy n't,939,is too expensive,172,like better
sentiment,2710,Great and,900,issues,2654,"not found,&#34",1435,NOT smart,1248,are extremely comfortable,1517,were long,633,be dissapointed,2675,was so disappointed,61,'s small,2120,is too,1709,be cheaper,341,Otherwise beautiful,2493,work time,1237,are useful,218,are horrendous,2681,awful when,2729,fault not,1969,Finally comfortable,159,am very,2320,n't hurt
sentiment,1401,JUNK,150,are NOT,1094,improved,2256,good,1102,are so,945,support and,1402,perfectly the,1104,most flattering,1323,immediately The,819,the is way,1166,The concerned,1896,is sturdy and,1688,is super cheap,529,was amazed,1513,returned,842,Very comfortable,2177,so not,2467,not disappointed,1189,love great,1663,Very happy
sentiment,2263,n't fault,974,The is simply,1789,'s good and,2915,ripped the,981,n't there,2673,the was awful,2547,Really comfy,2944,be quite happy,1142,Sadly,2757,comfortable and n't,2719,wholeheartedly,963,PERFECT !,1396,still good,256,The was odd,2281,the smell,1489,great but,1966,above Better,812,how comfy,1219,better days,2114,were like
sentiment,1494,durable for,1145,were solid,1881,perfectly good,272,next the,2684,also small,443,lumpy the,966,were cute,125,be most,559,problem,331,perfect weight,2608,so disappointing,1020,definitely worth,76,was so sad,1549,are easier,2945,comfy and,1906,flaw and,1056,Now how,1029,usually like,463,IS WORST,1080,is shiny and
sentiment,1740,is even comfortable,1375,were just fine,2361,DOES not,971,is wonder,324,was extremely,1509,'re flashy,2611,was Rockabilly,436,fell,553,incorrectly just,1640,top,1818,obviously pretty,708,waste the,2477,stiff and not,2273,am very disappointed,525,n't great,2739,stiff and never,1052,and flexible,129,hard the,913,n't happier,1723,perfectly
sentiment,957,tough,2776,Not good,2371,not cute,901,rather cheap,2137,is thicker,1301,was sad,1330,good support,716,smell the,2102,be willing,1122,wonder,2705,suspect,1456,rather shapely,2793,more like,2730,am returning,756,is still better,1785,be too difficult,2990,ripped,555,are pretty vibrant,2160,the loser,2026,very attractive
sentiment,551,awful,1405,loves !,465,just uneven,1754,atrocious when,317,bust too,1558,Immediately ripped,2585,bent still,1992,was totally,1371,never back,2901,well not,904,MUCH SMALLER,2636,already off,3009,not fancy,790,back Hopefully,211,is least comfortable,89,small,1272,bent and still,1773,super comfortable like,757,m pretty,862,and useful
sentiment,2834,is unbelievably comfortable,735,the was poor,112,best and,2008,is lighter,403,be lifesaver,3077,were small,797,is always,1593,fruitlessly wasted,1589,warm,2411,very nice,1190,are durable and great,336,are ideal,2696,and impressed,1220,comfort great and,2340,Hot and,2070,are nice warm,3083,unfortunately,807,Not recommend,1372,everywhere near,1874,sadly
sentiment,2813,very cheap,2113,are much easier,1177,lost now,1097,sturdy and cute,482,the was difficult,1179,WAY small,191,are losing,922,tight bust,1212,does n't,219,Decent and,899,free for,2711,quite sometime,2011,damage Unbelievable,1951,stiff and just,315,Better,1540,plenty good enough,3071,am not pleased,2437,totally the,3063,would n't,86,been durable comfortable
sentiment,2838,the sleazy,1805,sore,2737,Perfect,583,The awful,146,the was incorrectly,2069,Great for,334,absolutely love,1088,liked,1848,been hard,2393,Just the,169,again Recommend,611,thicker,387,and vibrant,1897,was satisfied,2756,hesitant when,2594,excellent,783,the bent,1917,Gold,1343,is well,447,The is horrible
sentiment,2156,cheap not,2535,the is generally,1750,soft years,1496,were joke and,1944,is too sleazy,1657,NICE !,1446,was very disappointed,1448,'m avid and,747,pretty sturdy,47,is ugly,1834,was waste,2191,NOT the,2651,upset and,746,Good and fast,778,even when,2596,SMALLER,1962,Not only,2602,fraudulent,198,very attractive comfortable,2707,Pretty for
sentiment,121,is backwards,1223,'s first,2912,are perfect,2295,'s pretty sturdy,2435,the dark,1159,convenience and,2111,favorite for,2966,apparently right,2714,fits well,2689,good !,3017,the is bad,1652,swinging,2494,are very comfortable,2615,hurt really,1050,comfortable and well,632,comfortable for,5,return,1256,is uncomfortable,17,comfortable and comfortable,2059,well and also
sentiment,1337,are not super,1806,not love,1200,are as good,804,very fast,1246,n't difficult,941,saw,728,heal,2618,scratchy and not,1983,be smaller,458,been broken,2176,Not happy,132,not so,2212,is gold,2919,well and really,1500,DEFINATELY GOOD,1415,construction- likes,745,was very uncomfortable,2921,so here,233,absolutely not,97,ever There
sentiment,623,the expensive,1024,not all,1939,are trendy cool,2924,not positive,2580,really well,627,'s always nice,2509,am normally satisfied,1817,were comfortable,987,not flimsy,2445,Love love,1809,very sexy,1210,still way,103,Do not,3121,bulky,1869,super and excellent,2908,was thrilled,2718,worn the,1965,n't very,2853,been consistent,2367,Secondly the
sentiment,1280,so enough,1892,reasonably,2773,is always nice,2968,was fault,1281,durable comfortable,1099,tank not,732,robust !,1098,is not flattering,608,are still comfortably,460,warmer months,398,much better,124,pretty but,1639,tarnished and,2695,'S VERY,3120,LOVE,823,Excellent,641,was pretty,1275,send,1458,is even confusing,1692,is very uncomfortable
sentiment,1192,also too,1010,Somewhere the,2768,UNABLE AND,2871,are cheapest,1412,bad the,42,are beautiful and well,457,were Lucky,1581,as the,2879,problem cheaply,469,are very soft,3015,are actually,2287,comfy,2789,great work Nice,1482,badly infected,1158,beautiful well,312,saggy bust,808,Totally comfortable,1794,very bulky,1232,Dissapointed n't,1544,was very upset
sentiment,1756,The were also,2218,is durable,2090,tanks the,661,fit love,670,very soft right,1602,fits right,2240,bothersome,1351,and roomy,678,are much,2421,not up,2583,Trust Good,1832,better,612,Nice wow,2861,heeled,2758,are stylish,144,pushed,166,did n't,3093,else return,915,great time,1601,yet Even
sentiment,2622,never issue,1302,well and comfortable,2378,alarm not,1958,is hell,20,'s bad,2629,'re great,2252,quickly very,2096,is much comfortable,293,still comfortable,2416,ugly n't,2946,quite disappointed,1001,is smart,2722,back The,1346,stiff,2425,bust and,2925,cheap knock,16,the were loose,1655,less back,1788,maybe small,1747,DO NOT
sentiment,148,Really hassle,2245,is beautiful soft,2243,be returning,1576,'m not,493,is n't fault,2991,is cute,3002,hurt,297,Great great fun,1133,so unbelievably,1595,n't love,1424,too difficult,1826,be most consistent,1468,The is WAY,338,delicate But,984,comfortable and good,48,LOVES,1429,'s WAY,2969,supportive and,2530,again The,1931,goofy
sentiment,197,losing,758,shiny and,2679,are still happy,889,are small,672,great comfy and,2330,issue,1451,real once,506,n't defective,1836,is very soft,101,comfortably The,1932,are not willing,1512,'s soft,2549,The is quickly,714,was n't great,2655,top !,358,the hard,2316,support perfect,968,just here,1331,probably the,1533,sturdy easy
sentiment,692,Best,975,are trendy and cool,227,were comfortable and,1164,always really,2173,only not,2980,wonderful and good,642,were still,449,m so irritated,2455,really bad,2531,sadly returned,2118,and incredibly,3004,won guarantee,1070,are so comfortable,556,not worth,437,pull,1899,The are very,87,good and nice,2782,was right,2149,is unbelievably,301,proper refund
sentiment,1298,BETTER,2686,not fit,1943,scratchy uncomfortable,308,well hard,1651,sack not,1666,been around,2000,are fairly,856,is comfortable,2161,are sturdy,928,the hurt,2269,nice compliment,1721,been impressed,2954,are great work,320,perfectly but,295,important good,903,ridiculous When,2022,is not comfortable,1566,durable and very,722,Much better,3033,disappointing The
sentiment,36,was loose,1211,though small,502,are useful and,2339,still comfortably,1811,n't work,879,comfortable well,1373,sexy good and,1387,nicely !,1752,is comfortable and,2753,Not the,1825,n't available,537,sideways the,193,always nice,1008,very cute,2579,is definitely poorly,1537,The are not,207,the is poorly,1844,is When,2511,dissapointed AND,3000,work for
sentiment,2434,Unfortunately,826,is super nice,353,all Returned,2136,is odd and,477,enjoy,2134,The wrongly,668,very bad,137,are still,2463,n't that,606,'s as,2512,long Recently,6,Then the,2735,really happy,1257,are surprisingly,498,smooth,190,ever impressed,245,are top and,2957,was actually oversize,294,is sturdy cute,3040,works marvelous
sentiment,564,been durable and,617,awesome and,1338,as important good,1262,are roomy and,660,and ideal,954,pretty not,1144,n't flattering,2588,hurt and,949,just always,1176,was so disappointing,873,sending back,638,literally like,2043,wide mostly,1638,and smooth,1263,crappy and,1957,falling again,1047,'m definitely,1249,difficulty The,752,bad and really,2808,pushing
sentiment,1036,nt Waste,1127,top And,1828,Good for,1802,been very,263,are already,1044,be easier,1680,never worn,1878,are way,2278,The are either,250,loves and,2640,split the,2647,'re right,509,was not,2071,cheap very,1624,satisfy,883,n't The,1274,cute and girly,1464,correct,539,haste,2130,was great
sentiment,1419,and support,2661,attractive and,1854,and work,209,Cute and,1507,much smaller,1796,bust,1394,love awesome comfort,1767,even confusing,255,exclusively work,541,dust accidentally,2805,the useless,276,so too,813,not wise,2315,really the,14,better !,2796,'m avid,1066,terribly,594,are fairly and,1490,been happy,266,and appreciate
sentiment,30,Love love love,955,wrong and,1847,comfortable and love,1821,am disappointed,2012,still like,2835,was supportive and,1199,PERFECT,770,also loved roomy,1319,be supportive,721,still not,1162,is not adjustable,1266,now eager,1737,The is really,1018,is scratch,1355,loose,1392,likes,1985,stiff and,1868,works marvelous better,3087,am allergic,1873,great and n't
sentiment,772,here nicely,2328,are trendy and,1742,extremely uncomfortable,2558,'s very,1115,'s comfortable accurate,2112,love !,2172,super nice and,3090,awkward,1829,CHEAP DEFINATELY,2978,and stylish,57,n't soft,1349,and durable,3124,shine and more,2780,the trick,3026,was exactly,7,properly and,1067,defective The,3127,is top,1797,deceiving and,1143,like but
sentiment,2967,even Lucky,2274,are scratchy,1946,very difficult,2446,dull,2733,pretty and,1167,where discomfort,2407,never the,271,is very stiff,3069,sack,3032,waste,2089,the is extremely,3023,lose,2688,is horrible,231,Flare the,2900,was return,2262,too sleazy,1642,am small,2304,super cute Perfect,410,great days,1803,nt even
sentiment,2261,roomy and perfect,364,Liked,407,were n't like,167,sad the,282,are comfortable pretty,2327,all the,2670,top cute,366,undersized,759,just the,1096,Good and durable,1068,'s cute,249,the killer,409,great great,1227,Not pleased,40,poor and,1889,well even,567,strong easy,1288,'re as,264,always loved,923,vastly simply
sentiment,2700,way the,2140,The is super,2671,are surprisingly comfortable,1117,was perfect loves,2833,VERY disappointed,1976,Here the,871,am very pleased,596,be well and roomy,1089,still likes,2843,shiny and n't,2332,be nice,371,fit enough,81,great love,2525,very good,1216,well and well,2072,mail back,710,soft,27,is definitely smart,80,Not worth,450,'re not flashy
sentiment,202,back Very,1815,were WAY,674,delivered,1283,very either,2333,definitely poorly,111,Unfortunately the,1072,nt dissapointed,1949,was weird,852,fallen,1778,Very the,1061,not Really,696,stiff not,1022,and nicely,867,nice sexy pretty,2366,also return,2082,WAY,2820,definitely disappointment,246,loser,1634,love and,2270,loving
sentiment,2179,'re comfortable,592,The is not,2338,undone every,1510,super comfortable excellent,814,is tough,1385,the is about,1037,support,2637,also more,1887,was extremely disappointing,1463,and fair,1038,very poorly,601,then the,3051,beautifully,283,hugely disappointed,1914,ago the,1377,n't straight,9,directly the,2055,too hot comfortably,248,n't more,1759,and better
sentiment,1575,now return,70,was just glad,1492,fitting correctly,2825,are also comfortable,831,were even Lucky,230,still out,1934,slipping,3089,am not impressed,496,cheap and very,699,NEVER WORST,507,not scratchy,466,are undersized and,2222,cool but,2628,are deceiving and,788,is small,1328,there the,2487,fine comfy,2658,is nice and,2553,the rough,2903,n't always
sentiment,1659,'m highly upset,645,pain the,345,is very inexpensive,2889,still together,1311,lightly where,2950,love,2906,comfortable and better,311,the is too,1380,disappointing,822,Frustrating,711,the bitter,108,Hate the,2798,doubt and,3052,YEARS,1696,easy and,938,concerns the,1699,Very disappointed,1623,comfortably the,2016,problems the,1168,is very picky
sentiment,2138,worn not,2065,was really,707,Does n't,203,really like,1604,the broke,3080,great work,1615,is excellent comfortable,1077,were scratchy and,2664,be improved,1977,great watch,2080,Sent,1511,well !,1471,too bulky,2006,uncomfortable,2976,Junk,524,sad when,3129,warmer and n't,3118,always perfect,1574,not how,2620,send back
sentiment,1364,nt fit,774,perfect !,1795,well and pretty,1139,is not,1626,poorly and,631,good and just,2104,so cheap,22,the was thicker,1744,disappointed The,2250,complain,993,very disappointed,1284,am not happy,544,attractive and n't,2875,comfortable but,1725,the alarm,1013,also dark,2955,fine but,2736,flimsy Also,175,benefit for,2537,well enough
sentiment,1271,now comfortable,780,would not,1707,still the,34,not as,2019,was itchy,117,champion,2951,is stiff and,2926,be safe and,268,very picky,12,back like,1195,even top,585,works fine,2135,cute !,309,falling,23,n't,2052,is excellently,65,gold,1647,terrible the,10,are undersized,2390,stiff first
sentiment,700,was how,1822,The undersized,2458,are hopefully,2911,easily the,189,perfect but,179,be fine,11,there problem,2189,bargain Love,1567,enough,2355,is simply amazing,2063,lengthwise the,2767,fit promised,1684,more robust,316,and loved,1543,however the,468,was always,2307,is not attractive,2591,not thrilled,538,glad,262,and luxurious
sentiment,2041,Easy,1172,'re most comfortable,1453,much straightforward,1502,is WAY,917,the is definitely,2002,and likes,1697,comfortable supporting and,2352,very durable great,2822,is definitely,3007,n't return,284,fit like,1418,cheap and not,3061,recommend for,891,was just uneven,1222,n't fears,2192,now not,1475,are very good,2830,were good inexpensive,1320,the was already,2432,great The
sentiment,1633,really great,1265,is least,2049,is so super,352,smell where,340,and comfy,1264,been worn,420,'s pretty useful,1718,support work,1937,very well,979,when around,3014,'m still upset,2582,irritated,2186,right the,3048,not flashy,186,shine but,2814,good recommended,3006,so sometimes,644,Did n't,1152,broke when,1755,so when
sentiment,2781,interesting,122,Warm,937,fairly,548,prompt refund,2538,The tank,2418,Good value,1243,is worn and,2450,the disappointing,1012,complains incorrect,2741,Enjoy !,455,so cute,624,was always great,2965,just apart,841,disappointed false,2092,negative not,824,barely even,1838,well and,1981,bad,2424,very however,1410,are particularly bothersome
sentiment,1381,The was very,1676,comfortable good,958,comfort and unfortunately,1968,soft and just,2079,scratchy somewhat,1515,And love,2396,and decent,705,trendy and cool,102,ideal for,2175,fast but,2142,now how,534,and thrilled,755,best and work,1555,unpleasant,429,be issues,1178,is soft warm,1619,The is unbelievable,980,warmer,2783,'re most,1359,scratch bust
