,eidx,aidx,pattern,phrase,TQBAFc_level,TQBAFc_base_score,TQBAFc_class,TQBAFc_strength,TQBAFc'_base_score,TQBAFc'_class,TQBAFc'_strength,BQBAFc_level,BQBAFc_base_score,BQBAFc_class,BQBAFc_strength,BQBAFc'_base_score,BQBAFc'_class,BQBAFc'_strength
5816,601,1,[['SPACY:POS-NUM']],One,1,1.182645880085895,Positive,1.0759337623010246,1.182645880085895,Positive,1.0759337623010246,2,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
5817,601,54,"[['SPACY:POS-NUM'], ['SPACY:POS-ADJ']]",One small,2,0.1067121177848705,Negative,0.1067121177848705,0.1067121177848705,Negative,0.1067121177848705,1,0.1067121177848705,Negative,-1.0759337623010246,-0.1067121177848705,Positive,1.0759337623010246
5818,601,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",prestige problem,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
5838,604,1,[['SPACY:POS-NUM']],13/4/04,1,1.182645880085895,Positive,3.422648262061276,1.182645880085895,Positive,3.422648262061276,3,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
5839,604,3,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NUM']]",. 13/4/04,2,0.6131063978076532,Positive,0.06350425660382308,0.6131063978076532,Positive,0.06350425660382308,2,0.6131063978076532,Positive,0.8102140444886357,0.6131063978076532,Positive,0.8102140444886357
5840,604,5,"[['LEMMA:call'], ['SPACY:POS-NUM']]",Call 08717507382,2,2.1461495994520985,Positive,3.432667994701422,2.1461495994520985,Positive,3.432667994701422,2,2.1461495994520985,Positive,3.0641475499800364,2.1461495994520985,Positive,3.0641475499800364
5841,604,11,"[['SPACY:POS-NUM'], ['SPACY:POS-PUNCT']]",13/4/04 .,2,0.40619629622433506,Negative,0.2323773106393734,0.40619629622433506,Negative,0.2323773106393734,2,0.40619629622433506,Negative,0.20908864954335257,0.40619629622433506,Negative,0.20908864954335257
5842,604,14,"[['LEMMA:.'], ['SPACY:POS-NUM']]",. 13/4/04,3,0.05681898777594026,Positive,0.05681898777594026,0.05681898777594026,Positive,0.05681898777594026,1,0.05681898777594026,Positive,0.25937249889809916,0.05681898777594026,Positive,0.25937249889809916
5843,604,15,"[['SPACY:POS-NUM'], ['SPACY:POS-NUM']]",13/4/04 08717507382,2,0.7566785717245577,Positive,0.7566785717245577,0.7566785717245577,Positive,0.7566785717245577,1,0.7566785717245577,Positive,0.9537862184055401,0.7566785717245577,Positive,0.9537862184055401
5844,604,16,[['LEMMA:call']],Call,1,0.7208903038469555,Positive,2.4372243011976664,0.7208903038469555,Positive,2.4372243011976664,3,0.7208903038469555,Positive,0.7208903038469555,0.7208903038469555,Positive,0.7208903038469555
5845,604,30,"[['LEMMA:call'], ['SPACY:POS-NUM'], ['SPACY:POS-PUNCT']]",Call 08717507382 !,3,0.8450491756325667,Positive,0.8450491756325667,0.8450491756325667,Positive,0.8450491756325667,1,0.8450491756325667,Positive,2.324850788236747,0.8450491756325667,Positive,2.324850788236747
5846,604,31,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN'], ['SPACY:POS-NUM']]",. Call 08717507382,2,0.03454482577183454,Negative,0.03454482577183454,0.03454482577183454,Negative,0.03454482577183454,1,0.03454482577183454,Negative,0.016395245596729835,0.03454482577183454,Negative,0.016395245596729835
5847,604,36,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NUM'], ['SPACY:POS-NOUN']]",. 13/4/04 Call,3,0.2754392625963673,Negative,0.2754392625963673,0.2754392625963673,Negative,0.2754392625963673,1,0.2754392625963673,Negative,0.0728857514742084,0.2754392625963673,Negative,0.0728857514742084
5848,604,39,[['LEMMA:claim']],claims,1,0.9742260298613743,Positive,0.9742260298613743,0.9742260298613743,Positive,0.9742260298613743,1,0.9742260298613743,Positive,0.9742260298613743,0.9742260298613743,Positive,0.9742260298613743
5849,604,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
5850,604,52,"[['SPACY:POS-NUM'], ['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",13/4/04 . Call,3,0.16455252830416292,Positive,0.16455252830416292,0.16455252830416292,Positive,0.16455252830416292,1,0.16455252830416292,Positive,-0.06667770058755301,-0.16455252830416292,Negative,0.06667770058755301
5851,604,58,"[['LEMMA:.'], ['LEMMA:call'], ['SPACY:POS-NUM']]",. Call 08717507382,3,0.86399380743304,Positive,0.86399380743304,0.86399380743304,Positive,0.86399380743304,1,0.86399380743304,Positive,2.396067582423058,0.86399380743304,Positive,2.396067582423058
5852,604,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",contact attempt,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
5853,604,76,[['HYPERNYM:message.n.02']],MESSAGE,1,0.19380974620942865,Negative,0.24067446638784873,0.19380974620942865,Negative,0.24067446638784873,2,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865
5854,604,85,"[['HYPERNYM:message.n.02'], ['SPACY:POS-NUM']]",Call 08717507382,2,0.09372944035684015,Negative,0.09372944035684015,0.09372944035684015,Negative,0.09372944035684015,1,0.09372944035684015,Negative,0.09043153988528632,0.09372944035684015,Negative,0.09043153988528632
5855,604,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",. Call,1,0.5368741995176334,Negative,0.09389780463166358,0.5368741995176334,Negative,0.09389780463166358,2,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
5856,604,87,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NUM'], ['SPACY:POS-PUNCT']]",. 13/4/04 .,3,0.3640931102419636,Negative,0.3640931102419636,0.3640931102419636,Negative,0.3640931102419636,1,0.3640931102419636,Negative,0.21381176150564285,0.3640931102419636,Negative,0.21381176150564285
5857,604,90,[['HYPERNYM:communication.n.02']],MESSAGE,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
5858,604,91,"[['SPACY:POS-NUM'], ['SPACY:POS-PUNCT'], ['SPACY:POS-NUM']]",13/4/04 . 08717507382,3,0.29787062252484264,Negative,0.29787062252484264,0.29787062252484264,Negative,0.29787062252484264,1,0.29787062252484264,Negative,0.14758927378852188,0.29787062252484264,Negative,0.14758927378852188
5859,604,98,"[['LEMMA:.'], ['SPACY:POS-NOUN']]",. Call,2,0.37797254361980565,Positive,0.37797254361980565,0.37797254361980565,Positive,0.37797254361980565,1,0.37797254361980565,Positive,0.19901447711392786,0.37797254361980565,Positive,0.19901447711392786
5861,605,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",jay sort,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
5877,610,1,[['SPACY:POS-NUM']],tho,1,1.182645880085895,Positive,2.0201995113439306,1.182645880085895,Positive,2.0201995113439306,2,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
5878,610,6,"[['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",than tho,2,0.3246880184788151,Positive,0.3246880184788151,0.3246880184788151,Positive,0.3246880184788151,1,0.3246880184788151,Positive,1.1123032408560825,0.3246880184788151,Positive,1.1123032408560825
5879,610,10,[['SPACY:POS-PROPN']],Ya,1,0.9235389011439626,Positive,0.7818043979152336,0.9235389011439626,Positive,0.7818043979152336,2,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
5880,610,20,"[['SPACY:POS-ADJ'], ['SPACY:POS-NUM']]",better tho,2,0.6752096220186283,Positive,0.6752096220186283,0.6752096220186283,Positive,0.6752096220186283,1,0.6752096220186283,Positive,1.2665325620615757,0.6752096220186283,Positive,1.2665325620615757
5881,610,25,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",Ya than,2,0.28346900645745804,Negative,0.28346900645745804,0.28346900645745804,Negative,0.28346900645745804,1,0.28346900645745804,Negative,-0.8363621770208243,-0.28346900645745804,Positive,0.8363621770208243
5882,610,72,[['SPACY:POS-ADP']],than,1,0.3925845646686396,Positive,0.4131940706793181,0.3925845646686396,Positive,0.4131940706793181,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
5989,613,10,[['SPACY:POS-PROPN']],Babe,1,0.9235389011439626,Positive,0.79878535996904,0.9235389011439626,Positive,0.79878535996904,3,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
5990,613,18,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",Babe What,2,0.18930163936975522,Positive,0.18930163936975522,0.18930163936975522,Positive,0.18930163936975522,1,0.18930163936975522,Positive,0.6510710899417366,0.18930163936975522,Positive,0.6510710899417366
5991,613,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",Babe !,2,0.4994166021573368,Negative,0.31405518054467785,0.4994166021573368,Negative,0.31405518054467785,2,0.4994166021573368,Negative,0.037647151585355476,0.4994166021573368,Negative,0.037647151585355476
5992,613,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
5993,613,49,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",Babe ! What,3,0.37072284322531784,Positive,0.37072284322531784,0.37072284322531784,Positive,0.37072284322531784,1,0.37072284322531784,Positive,-0.203798507877671,-0.37072284322531784,Negative,0.203798507877671
5994,613,62,"[['LEMMA:to', 'SPACY:POS-ADP']]",to,2,0.5199640501080655,Negative,0.5199640501080655,0.5199640501080655,Negative,0.5199640501080655,1,0.5199640501080655,Negative,0.2964658885309018,0.5199640501080655,Negative,0.2964658885309018
5995,613,72,[['SPACY:POS-ADP']],to,1,0.3925845646686396,Positive,0.13260253961460688,0.3925845646686396,Positive,0.13260253961460688,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
5996,613,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",! What,1,0.5368741995176334,Negative,0.3515127779049745,0.5368741995176334,Negative,0.3515127779049745,2,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
5997,613,88,[['LEMMA:to']],to,1,0.16908640309147593,Negative,0.42906842814550866,0.16908640309147593,Negative,0.42906842814550866,2,0.16908640309147593,Negative,0.16908640309147593,0.16908640309147593,Negative,0.16908640309147593
5999,614,8,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",weâ€˜re bâ€˜ham,2,0.0678297442936125,Negative,0.11634543957095067,0.0678297442936125,Negative,0.11634543957095067,2,0.0678297442936125,Negative,-0.16305498099237814,-0.0678297442936125,Positive,0.16305498099237814
6000,614,10,[['SPACY:POS-PROPN']],bâ€˜ham,1,0.9235389011439626,Positive,-0.029805699270732178,-0.9235389011439626,Negative,0.029805699270732178,3,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
6001,614,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",bâ€˜ham .,2,0.4994166021573368,Negative,0.23734269038255895,0.4994166021573368,Negative,0.23734269038255895,2,0.4994166021573368,Negative,0.26853187687134616,0.4994166021573368,Negative,0.26853187687134616
6002,614,32,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN']]",mean bâ€˜ham,2,0.4947560564720762,Negative,0.4947560564720762,0.4947560564720762,Negative,0.4947560564720762,1,0.4947560564720762,Negative,0.2638713311860855,0.4947560564720762,Negative,0.2638713311860855
6003,614,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
6004,614,45,"[['SPACY:POS-PROPN'], ['LEMMA:.']]",bâ€˜ham .,3,0.310589607052116,Positive,0.310589607052116,0.310589607052116,Positive,0.310589607052116,1,0.310589607052116,Positive,0.17632366861644294,0.310589607052116,Positive,0.17632366861644294
6005,614,69,"[['SPACY:POS-ADP'], ['SPACY:POS-PROPN']]",in bâ€˜ham,2,0.20980082797821806,Negative,0.20980082797821806,0.20980082797821806,Negative,0.20980082797821806,1,0.20980082797821806,Negative,-0.2173761796420924,-0.20980082797821806,Positive,0.2173761796420924
6006,614,72,[['SPACY:POS-ADP']],on,1,0.3925845646686396,Positive,0.6035844122101399,0.3925845646686396,Positive,0.6035844122101399,2,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
6007,614,75,"[['SPACY:POS-NOUN'], ['SPACY:POS-NOUN']]",rest week,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021,1,0.2856289210627021,Positive,0.2856289210627021,0.2856289210627021,Positive,0.2856289210627021
6008,614,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",. weâ€˜re,1,0.5368741995176334,Negative,0.15890165589782773,0.5368741995176334,Negative,0.15890165589782773,2,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
6009,614,96,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",weâ€˜re bâ€˜ham .,3,0.09703139055467631,Negative,0.09703139055467631,0.09703139055467631,Negative,0.09703139055467631,1,0.09703139055467631,Negative,0.06824234799797126,0.09703139055467631,Negative,0.06824234799797124
6010,614,98,"[['LEMMA:.'], ['SPACY:POS-NOUN']]",. weâ€˜re,2,0.37797254361980565,Positive,0.37797254361980565,0.37797254361980565,Positive,0.37797254361980565,1,0.37797254361980565,Positive,-0.15890165589782773,-0.37797254361980565,Negative,0.15890165589782773
6011,614,99,"[['SPACY:POS-NOUN'], ['SPACY:POS-ADP']]",buses on,2,0.3159002615306093,Positive,0.3159002615306093,0.3159002615306093,Positive,0.3159002615306093,1,0.3159002615306093,Positive,0.5121925438649291,0.3159002615306093,Positive,0.5121925438649291
6069,617,1,[['SPACY:POS-NUM']],1000,1,1.182645880085895,Positive,3.7700433805033278,1.182645880085895,Positive,3.7700433805033278,3,1.182645880085895,Positive,1.182645880085895,1.182645880085895,Positive,1.182645880085895
6070,617,2,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM']]",Mins 1000,2,1.1041699050175477,Positive,-0.345105479249876,-1.1041699050175477,Negative,0.345105479249876,2,1.1041699050175477,Positive,1.3723190056326813,1.1041699050175477,Positive,1.3723190056326813
6071,617,4,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",Update_Now Xmas,2,1.0984470320493276,Positive,2.9187842414535337,1.0984470320493276,Positive,2.9187842414535337,3,1.0984470320493276,Positive,1.1694884859834787,1.0984470320493276,Positive,1.1694884859834787
6072,617,5,"[['LEMMA:call'], ['SPACY:POS-NUM']]",Call 08000839402,2,2.1461495994520985,Positive,3.0101434068851383,2.1461495994520985,Positive,3.0101434068851383,2,2.1461495994520985,Positive,2.52347982209482,2.1461495994520985,Positive,2.52347982209482
6073,617,6,"[['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",on 08000839402,2,0.3246880184788151,Positive,1.3909923731849152,0.3246880184788151,Positive,1.3909923731849152,2,0.3246880184788151,Positive,0.5872264259379042,0.3246880184788151,Positive,0.5872264259379042
6074,617,7,"[['SPACY:POS-NUM'], ['SPACY:POS-PROPN']]",1000 Txt,2,0.20572617042032987,Negative,0.44657130906640996,0.20572617042032987,Negative,0.44657130906640996,2,0.20572617042032987,Negative,-0.062422930194803605,-0.20572617042032987,Positive,0.062422930194803605
6075,617,8,"[['SPACY:POS-NOUN'], ['SPACY:POS-PROPN']]",Offer Motorola,2,0.0678297442936125,Negative,0.11634543957095067,0.0678297442936125,Negative,0.11634543957095067,2,0.0678297442936125,Negative,-0.0032117096405384626,-0.0678297442936125,Positive,0.0032117096405384626
6076,617,10,[['SPACY:POS-PROPN']],Update_Now,1,0.9235389011439626,Positive,2.3391926008769035,0.9235389011439626,Positive,2.339192600876903,4,0.9235389011439626,Positive,0.9235389011439626,0.9235389011439626,Positive,0.9235389011439626
6077,617,13,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",Motorola SonyEricsson Nokia,3,0.6206162132372631,Positive,0.6452215452991844,0.6206162132372631,Positive,0.6452215452991844,2,0.6206162132372631,Positive,0.8545139104339589,0.6206162132372631,Positive,0.8545139104339589
6078,617,16,[['LEMMA:call']],Call,1,0.7208903038469555,Positive,2.356030091108215,0.7208903038469555,Positive,2.356030091108215,3,0.7208903038469555,Positive,0.7208903038469555,0.7208903038469555,Positive,0.7208903038469555
6079,617,17,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",- Xmas,2,0.5654686971195718,Negative,0.6325467252491228,0.5654686971195718,Negative,0.6325467252491228,3,0.5654686971195718,Negative,0.49442724318542086,0.5654686971195718,Negative,0.49442724318542086
6080,617,18,"[['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",Update_Now Offer,2,0.18930163936975522,Positive,0.4532586662551401,0.18930163936975522,Positive,0.4532586662551401,2,0.18930163936975522,Positive,0.2603430933039062,0.18930163936975522,Positive,0.2603430933039062
6081,617,19,"[['SPACY:POS-NUM'], ['SPACY:POS-ADP']]",1000 on,2,0.21491676504384122,Positive,0.21491676504384122,0.21491676504384122,Positive,0.21491676504384122,1,0.21491676504384122,Positive,0.4774551725029303,0.21491676504384122,Positive,0.4774551725029303
6082,617,20,"[['SPACY:POS-ADJ'], ['SPACY:POS-NUM']]",Double 1000,2,0.6752096220186283,Positive,0.6752096220186283,0.6752096220186283,Positive,0.6752096220186283,1,0.6752096220186283,Positive,0.8723172686996108,0.6752096220186283,Positive,0.8723172686996108
6083,617,21,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",! Motorola SonyEricsson,3,0.041988758158458706,Positive,0.06659409022037996,0.041988758158458706,Positive,0.06659409022037996,2,0.041988758158458706,Positive,0.15227964455879922,0.041988758158458706,Positive,0.15227964455879922
6084,617,22,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT']]",Update_Now -,2,0.4994166021573368,Negative,0.2507939737692302,0.4994166021573368,Negative,0.2507939737692302,2,0.4994166021573368,Negative,0.42837514822318584,0.4994166021573368,Negative,0.42837514822318584
6085,617,23,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-NOUN']]",Update_Now Xmas Offer,3,0.5279140537707697,Positive,0.5279140537707697,0.5279140537707697,Positive,0.5279140537707697,1,0.5279140537707697,Positive,1.0221548442713717,0.5279140537707697,Positive,1.0221548442713717
6086,617,24,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",MobileUpd8 on 08000839402,3,1.0135082413536614,Positive,1.0135082413536614,1.0135082413536614,Positive,1.0135082413536614,1,1.0135082413536614,Positive,1.2336230584500132,1.0135082413536614,Positive,1.2336230584500132
6087,617,25,"[['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",Txt on,2,0.28346900645745804,Negative,-0.10244516013632421,-0.28346900645745804,Positive,0.10244516013632421,2,0.28346900645745804,Negative,0.14699679174520047,0.28346900645745804,Negative,0.14699679174520047
6088,617,28,[['LEMMA:txt']],Txt,1,2.0711689048522004,Positive,2.0711689048522004,2.0711689048522004,Positive,2.0711689048522004,1,2.0711689048522004,Positive,2.0711689048522004,2.0711689048522004,Positive,2.0711689048522004
6089,617,32,"[['SPACY:POS-VERB'], ['SPACY:POS-PROPN']]",Call MobileUpd8,2,0.4947560564720762,Negative,0.4947560564720762,0.4947560564720762,Negative,0.4947560564720762,1,0.4947560564720762,Negative,0.42371460253792526,0.4947560564720762,Negative,0.42371460253792526
6090,617,33,[['SPACY:POS-SYM']],/,1,0.8947083868360423,Positive,0.8947083868360423,0.8947083868360423,Positive,0.8947083868360423,1,0.8947083868360423,Positive,0.8947083868360423,0.8947083868360423,Positive,0.8947083868360423
6091,617,34,[['LEMMA:free']],FREE,1,2.1601300678576285,Positive,2.1601300678576285,2.1601300678576285,Positive,2.1601300678576285,1,2.1601300678576285,Positive,2.1601300678576285,2.1601300678576285,Positive,2.1601300678576285
6092,617,37,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-NUM']]",! Mins 1000,3,0.03377545570202003,Positive,0.03377545570202003,0.03377545570202003,Positive,0.03377545570202003,1,0.03377545570202003,Positive,0.36760831344989187,0.03377545570202003,Positive,0.36760831344989187
6093,617,43,[['LEMMA:!']],!,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505,1,1.1715219087204505,Positive,1.1715219087204505,1.1715219087204505,Positive,1.1715219087204505
6094,617,44,"[['LEMMA:.'], ['SPACY:POS-PROPN']]",. MobileUpd8,3,0.07190267520829868,Positive,0.07190267520829868,0.07190267520829868,Positive,0.07190267520829868,1,0.07190267520829868,Positive,-0.05170413558805653,-0.07190267520829868,Negative,0.05170413558805653
6095,617,45,"[['SPACY:POS-PROPN'], ['LEMMA:.']]",Txt .,3,0.310589607052116,Positive,0.310589607052116,0.310589607052116,Positive,0.310589607052116,1,0.310589607052116,Positive,0.23919374901491838,0.310589607052116,Positive,0.23919374901491838
6096,617,48,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-ADP']]",Mins Txt on,3,0.24167990816609686,Negative,0.24167990816609686,0.24167990816609686,Negative,0.24167990816609686,1,0.24167990816609686,Negative,0.08128060684200134,0.24167990816609686,Negative,0.08128060684200134
6097,617,49,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",Update_Now - Offer,3,0.37072284322531784,Positive,0.37072284322531784,0.37072284322531784,Positive,0.37072284322531784,1,0.37072284322531784,Positive,-0.23754721432951315,-0.37072284322531784,Negative,0.23754721432951315
6098,617,51,"[['SPACY:POS-ADJ'], ['SPACY:POS-PROPN']]",Latest Motorola,2,0.20931598938896842,Positive,0.20931598938896842,0.20931598938896842,Positive,0.20931598938896842,1,0.20931598938896842,Positive,0.2803574433231194,0.20931598938896842,Positive,0.2803574433231194
6099,617,55,"[['SENTIMENT:pos'], ['SPACY:POS-PROPN']]",FREE Bluetooth,2,0.18303293873412696,Negative,0.18303293873412696,0.18303293873412696,Negative,0.18303293873412696,1,0.18303293873412696,Negative,0.11199148479997599,0.18303293873412696,Negative,0.11199148479997599
6100,617,58,"[['LEMMA:.'], ['LEMMA:call'], ['SPACY:POS-NUM']]",. Call 08000839402,3,0.86399380743304,Positive,0.86399380743304,0.86399380743304,Positive,0.86399380743304,1,0.86399380743304,Positive,3.38747362952786,0.86399380743304,Positive,3.38747362952786
6101,617,60,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN']]",Update_Now - Xmas,3,0.37833095259809935,Negative,0.37833095259809935,0.37833095259809935,Negative,0.37833095259809935,1,0.37833095259809935,Negative,0.5733336214316522,0.37833095259809935,Negative,0.5733336214316522
6102,617,64,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM'], ['SPACY:POS-NOUN']]",MobileUpd8 08000839402 call2optout,3,1.1699153206329154,Negative,1.1699153206329154,1.1699153206329154,Negative,1.1699153206329154,1,1.1699153206329154,Negative,0.7124756520886883,1.1699153206329154,Negative,0.7124756520886883
6103,617,65,"[['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-VERB']]",Txt Orange Call,3,0.998701546192495,Positive,0.998701546192495,0.998701546192495,Positive,0.998701546192495,1,0.998701546192495,Positive,1.2325992433891906,0.998701546192495,Positive,1.2325992433891906
6104,617,67,"[['SPACY:POS-PUNCT'], ['SPACY:POS-ADP'], ['SPACY:POS-NUM']]",. on 08000839402,3,0.5595502340292694,Positive,0.5595502340292694,0.5595502340292694,Positive,0.5595502340292694,1,0.5595502340292694,Positive,0.8531634469982214,0.5595502340292694,Positive,0.8531634469982214
6105,617,69,"[['SPACY:POS-ADP'], ['SPACY:POS-PROPN']]",on Orange,2,0.20980082797821806,Negative,0.20980082797821806,0.20980082797821806,Negative,0.20980082797821806,1,0.20980082797821806,Negative,0.07332861326596049,0.20980082797821806,Negative,0.07332861326596049
6106,617,72,[['SPACY:POS-ADP']],on,1,0.3925845646686396,Positive,1.310643219170866,0.3925845646686396,Positive,1.3106432191708661,3,0.3925845646686396,Positive,0.3925845646686396,0.3925845646686396,Positive,0.3925845646686396
6107,617,76,[['HYPERNYM:message.n.02']],Offer,1,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865,1,0.19380974620942865,Negative,0.19380974620942865,0.19380974620942865,Negative,0.19380974620942865
6108,617,80,"[['SPACY:POS-PROPN'], ['SPACY:POS-PUNCT'], ['LEMMA:call']]",Txt . Call,3,0.19514964461915627,Negative,0.19514964461915627,0.19514964461915627,Negative,0.19514964461915627,1,0.19514964461915627,Negative,0.020892165916508443,0.19514964461915627,Negative,0.020892165916508443
6109,617,84,"[['SPACY:POS-PUNCT'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN'], ['SPACY:POS-PROPN']]",", SonyEricsson Nokia FREE",4,0.04921066412384249,Positive,0.04921066412384249,0.04921066412384249,Positive,0.04921066412384249,1,0.04921066412384249,Positive,1.0560042191166006,0.04921066412384249,Positive,1.0560042191166006
6110,617,86,"[['SPACY:POS-PUNCT'], ['SPACY:POS-NOUN']]",- Offer,1,0.5368741995176334,Negative,0.3515127779049745,0.5368741995176334,Negative,0.3515127779049745,2,0.5368741995176334,Negative,0.5368741995176334,0.5368741995176334,Negative,0.5368741995176334
6111,617,90,[['HYPERNYM:communication.n.02']],Offer,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891,1,0.7838836930948891,Positive,0.7838836930948891,0.7838836930948891,Positive,0.7838836930948891
6112,617,93,"[['SPACY:POS-PROPN'], ['LEMMA:call']]",Orange Call,2,0.07742767098020961,Negative,0.07742767098020961,0.07742767098020961,Negative,0.07742767098020961,1,0.07742767098020961,Negative,-0.17383635891568025,-0.07742767098020961,Positive,0.17383635891568025
6113,617,94,"[['LEMMA:call'], ['SPACY:POS-ADP']]",Call on,2,0.4676636016970274,Positive,0.4676636016970274,0.4676636016970274,Positive,0.4676636016970274,1,0.4676636016970274,Positive,0.7133169384368729,0.4676636016970274,Positive,0.7133169384368729
6114,617,95,"[['SPACY:POS-PROPN'], ['SPACY:POS-NUM'], ['SPACY:POS-PROPN']]",Mins 1000 Txt,3,0.5924955829710368,Negative,0.5924955829710368,0.5924955829710368,Negative,0.5924955829710368,1,0.5924955829710368,Negative,0.1038444493294079,0.5924955829710368,Negative,0.1038444493294079
