task_code,phraseid_1,phrase_1,phraseid_2,phrase_2,phraseid_3,phrase_3,phraseid_4,phrase_4,phraseid_5,phrase_5,phraseid_6,phrase_6,phraseid_7,phrase_7,phraseid_8,phrase_8,phraseid_9,phrase_9,phraseid_10,phrase_10,phraseid_11,phrase_11,phraseid_12,phrase_12,phraseid_13,phrase_13,phraseid_14,phrase_14,phraseid_15,phrase_15,phraseid_16,phrase_16,phraseid_17,phrase_17,phraseid_18,phrase_18,phraseid_19,phrase_19,phraseid_20,phrase_20
spam,2455,one for,1615,2 with,2590,Oyea .,1938,4BREKKIE JEN,2791,84199 Opt -,1898,seven .,2316,1/2price,2386,aid Usmle,22,? Fifty,372,tkts 21st,929,service VU,1744,collection Call 09050090044,1014,to 87066,2184,Babe !,2003,Â£200 Summer spree,326,Ma,505,", Night",2772,question to,1183,Mins 1000,2138,offers T
spam,2522,billed Netcollex Ltd.,1247,things at,1586,"AGO.CUSOON """,1074,/,924,... care,1949,! 4 *,2085,Staff placement,2407,c lor,1696,line Call,112,! 1,2677,colour DeliveredTomorrow,1385,my Dear,2847,claim,14,DOWNON THEACUSATIONS,1192,text messages,1025,Thanks for,1500,FREE MINS,2322,E rest,1173,home snow,343,. need
spam,2014,walls bunkers,2054,Matrix3 StarWars3,54,FLAG,908,XXX pics,1262,M. . 08715203652,2779,per BT,1903,3hrs www.gamb.tv,2260,well babe,2263,GRAN AFEW DAYS,2941,Den chiong,2654,LOVE JEN,68,Zogtorius IÂ’ve,1152,Update_Now,1729,prestige problem,56,the Zogtorius,1153,spree WK Txt,2781,", season",2469,Pound 2 claim,183,ENG STOP Box39822,2399,need receiptsâ€”well
spam,1340,U DONÂ’T,2626,beneficiary account,542,Xmas prize,1393,couple times,998,4 in,1451,THEACUSATIONS U,1549,Sol Holiday await,1796,"after 9 ,",277,. Cost,1391,times per,1685,of million,1573,lt;#&gt for,33,let U.,1145,ITXT U,2370,best yo,1755,Identifier 42810 Expires,1659,1 friend,2302,. Call 09050090044,2789,Â£750 . 2,1032,c msg
spam,1147,2 Mark .,2099,Call 09058094454 land,2564,FLAG to,2472,Moment,1016,u,1354,can Bam,1783,Ya tel,451,of Joy,2281,4BREKKIE ! LOVE,1228,2 ..,1878,20 ...,2930,work call,563,WK Txt to,605,1000,2548,4.50 . tone,1529,seven Is,2752,", DEVIOUSBITCH.ANYWAY IÂ’L",2203,Polo 373 London,1620,Baby Great Building,707,tons coins
spam,2047,. INDIA CUST SERVs,2921,8714714 awarded,1588,. John,1750,Moby .,2705,problem thanx,854,package since,2148,to 83021,2204,Moment in,1974,will hundred.he,835,Reply HL info,2118,Ltd. 1013,1891,everybody around,338,to 87077 !,654,credit,1459,. call 09061743386,1422,friend Reply,2813,coins to,696,Soup,2115,on 09065394973,1802,VIA
spam,590,King,534,New,524,on monday,1249,2 e sim,2123,""" woah",797,... BSLVYL,1428,Alwys Touch,1188,A SHOWR,342,Day with,2854,colour phone,944,. Identifier Code,1534,March on,1503,lt;#&gt da,847,Call,1131,With Cheer,1481,pc mom,470,16 TsandCs,1532,Good Morning,730,. Anyways,1694,CU 4BREKKIE
spam,1042,placement Amrita,493,Don da:)whats,1952,WANNA ?,2483,Call 09050090044,1874,on Orange,253,big hundred.he,233,Provided tones2you.co.uk,1356,. Â£3.00,29,weed for,1349,Join OptOut STOP,769,VIA ALETTER,611,slices pizza,925,touch over,1652,at Guild,2946,princess about,2658,da talks,2430,Xmas ?,1890,2 BAHAMAS !,1344,. PSXTRA LRG,2786,", SonyEricsson Nokia FREE"
spam,758,! 3 Free,2661,wnt wid,437,! Opt,2248,Txt CHAT to,2737,planning to,670,AGES ME IF,1473,DeliveredTomorrow With,1853,UR 2 BAHAMAS,1358,. mind,2195,'m Randy,726,URGENT,852,wan for,759,regards to,122,chances CASH,1252,come mc,2508,Urgh coach,817,_ of,893,Yesterday with,1365,type,1386,shit because
spam,1918,. Gud ni8,2577,Fancy flirt,1505,are SiPix Digital,871,I. . Call,2068,time reply,496,2 send,1848,Waaaat ?,1436,. IÂ’ve,569,lot of,2473,ENG Box39822 W111WX,2744,. PORTIONS,1601,Okey iâ€˜ll,1766,) care,2111,U AGES ..,1323,2optout 087187262701.50gbp,1198,bottle to,2710,130,525,tel ur,1804,2 Mark,1665,e msg
spam,1484,what thinkin,1656,: Rajitha Raj,1544,to 88039 .,1874,on Orange,1190,gotany credit,2017,"TCs POBox334 ,",2343,4 !,1189,Howz persons story,747,food place,804,up,1926,Text If,1649,87575 . Cost,1059,without Mind,90,Each Moment,992,T 08717898035 .,1241,as,2613,month approaches,2241,? XX,161,1 finish,95,face watches
spam,1410,from,1912,Mind,1036,on wednesday,2840,Â£750 Pound,965,person who,1224,""" Pete",2781,", season",1141,hole if,290,black 2,2152,ni8 dreams,2300,09066362231 Your,1970,800 -,1903,3hrs www.gamb.tv,2091,contact Txt CHAT,987,two of,685,By,286,fine,1674,monday,1830,BAHAMAS ! CallFREEFONE,2753,09061221066
spam,476,TCs POBox334,918,win FA Cup,316,84199 ! Opt,2626,beneficiary account,2073,May Text FA,1493,been XCHAT,1736,10p . 2,97,Moby Pub Win,649,B'tooth*. Call,136,insurance for,2695,AMY URE BEAUTIFUL,1746,. Netcollex Ltd.,77,night so,2370,best yo,844,Ambrith .. madurai,618,Hope,2719,a GUARANTEED,2488,08081560665 to,555,madurai u,1161,", havn't"
spam,2063,egg for,2095,13/4/04,2961,GUARANTEED 09058094454,973,sitter kaitlyn,1219,upon,2419,SATTHEN HUNNY LOVE,1884,"DEVIOUSBITCH.ANYWAY , CALL",1638,: UR,1071,pain to,2453,role like,2392,huai juan,697,jealous million,1364,thk,1382,discount,2758,", zac",2714,I. .,1992,. 150p,2386,aid Usmle,494,INCLU MINS,301,Google
spam,237,tmr meet 930,2803,. 2 meals,1900,London W1J call,1811,r 2waxsto,2301,rate,1670,hairdressers appointment four,2421,K.k:)apo movie,1691,time Ã¼,668,trueÂ¡C C,2101,heart Txt LOVE,1107,. Txt LOVE,205,4BREKKIE ! JEN,1879,Chat UK,1770,5,850,txt 83021,2413,ten ....,1938,4BREKKIE JEN,1998,6hrs,357,"Dear , Dozens",1166,. Lets
spam,2814,Txt to,1845,receiptsâ€”well !,898,who R*reveal,1789,Hope day,1248,OptOut STOP Help08714742804,1625,toClaim SAE TC,1627,off,1595,. L8ER,280,NOKIA with,2939,sch Yar,1369,raglan rd,1203,gud ni8,1987,2 2,776,mobile 100,2356,BAHAMAS CallFREEFONE 08081560665,884,message Zogtorius .,1377,TnC www Ldew.com1win150ppmx3age16subscription,559,", telephone",2948,entry 2,795,. 09050090044
spam,2189,BEAUTIFUL INTELLIGENT,1062,bonus caller 02/06/03,2124,her Reply,2647,Man,1302,admirer who 2,1024,"cabin PA ,",1205,DO B LOVE,2114,. TC,2176,easy 087187272008,71,Be Touch,537,call 09061221066,1988,. Ãœ,2935,. MobileUpd8,1636,doesn\'t on,2863,NEED CLEAN,40,. Call 08717507382,1154,Wanna,527,.. Ya,549,2 e,1286,than tho
spam,2793,. 2,1210,- UR City,2746,on March,755,WON,1744,collection Call 09050090044,1011,Damn,1717,bed to,1254,. pics,1373,FA tkts,1437,kiss from,269,u. Netcollex,1577,Lul,1771,. weather,1524,sittin for,1945,u Txt CHAT,37,two Dad,1536,", text",341,DEVIOUSBITCH.ANYWAY CALL,1167,Motorola SonyEricsson Nokia,2391,4 driving
spam,53,story Man -,948,. woulda,2377,deficient three,451,of Joy,1372,? With 300,536,Kit -,2043,havn't for,2533,December 2005 .,2281,4BREKKIE ! LOVE,2612,", PROBPOP CU SATTHEN",1937,on Earth,763,85023 -,2243,prize to,2768,GUARANTEED . Call,1509,ex,2632,GOING BAHAMAS,2947,: -):-,2395,question,1792,Ã¼ da,1451,THEACUSATIONS U
spam,1986,FreeMsg,830,to XCHAT,399,! ¦,2650,Landline DATEBox1282EssexCM61XN 150p,1325,NOKIA No 89545,2876,AT AMY,1720,09061743386,2110,BILL 3 DONT,2709,; mins,2694,on 09058094597,706,prize Call 09058094454,1735,Ashley that,2116,TsandCs Reply,2325,", B'day Boss",2358,u hmmross STOP,675,after 9,952,""" GUD",2131,phone With,112,! 1,1922,one ...
spam,352,One,1215,call 09065394973,2567,Evening luv Night,1617,placement training Amrita,339,"Scotch """,506,IAS to,968,tt,1194,TnC www,773,LOVE MUM,2199,points Call 08715203652,693,; Rs,297,FOR,239,"Matrix3 ,",2316,1/2price,870,", parents",1553,lt;#&gt inches,318,. to 88039,2237,. P.,268,out,385,! LOVE
spam,1809,DEVIOUSBITCH.ANYWAY CALL U,2211,- to,1897,u wan,1673,87077 ! TxtNO,1812,FREE TAROT,1541,: Expires 29/10/0,1216,for 50,2216,Fear Cheer No,2787,? Aiyah 2,1066,Taka . time,2196,"GOD ,",2208,LOOK AMY URE,2035,: flirt,1077,UR 2,829,Chachi,1178,reply 08000930705,2071,files between,2427,0800 find,789,Dear . Gud,996,", 087187272008 !"
spam,1124,Men like,1343,Driver . Aaniye,560,62468,2426,weâ€˜re bâ€˜ham,677,Txt to 88039,1854,. night,2485,! 3,1242,trueÂ¡C RingtoneÂ,2640,FA Cup tkts,728,150p 18,832,Polo Ltd,2233,Mind without,613,cine lor,1086,what cause,1449,. lunch,1065,1000 Txt .,1901,NEFT with,1133,4 ur,38,our ex,2742,Touch night
spam,207,u in,2914,New 3510i,2191,", ryan",1709,call 09061209465,236,mail panren,669,morning Happy New,2730,2 4,723,want Tuesday,1871,weed week,2569,Merry Christmas,1632,Moby Pub Quiz,1592,08701237397 must,1706,call friend,628,Haiz,329,2 stop,2929,. test,1223,Call 08712466669,119,times:)lil call,182,night r 4,2545,Call 09058094454
spam,1231,afternoon love,2954,lunch After,2451,thing on,419,Cheer Tear,1741,is John John,2454,Neva test,1705,CLEAN HEART,2676,- hols,114,wiskey Brandy,2956,Valentine,2364,DONÂ’T LIKE,2561,150p Netcollex,65,neighbor for,2444,DOUBLE on,1238,Zogtorius .,580,alcohol Jay,1516,friend Companion,1476,Account for 800,344,... man,2502,URGENT !
spam,160,W1J call,26,? Jay,648,Heart without,722,"44 ,",2455,one for,1760,sim Haiz ...,2698,Nah,2334,08712466669 10p,1733,High prize,1941,.. Imprtant U,1964,valid December,366,Dude for,2784,attending da,2000,ten in,2206,Haiyoh,894,... Dat,2014,walls bunkers,2745,86688,231,TAROT,2520,yr To
spam,149,09065394973,1307,everybody up,1236,with 3,2813,coins to,1825,SiPix Digital call,124,Ya than,2077,at Holby,188,had Nickey Platt,1711,""" EY CALM",125,Armand,2019,"100 20,000",1206,mobile,1861,Tyler (,24,Vegas,821,12mths linerental 500,2120,44 Do,778,Tyler ( 8th,650,""" ni8",2509,Call 09050090044 .,2353,ur 4
spam,2631,2 weekly,331,Offer,2880,in 4,2480,: Rajitha,2830,2 in,2773,lecturer weeks,314,2 ?,2172,upto 1/2price,526,PSXTRA PORTIONS 4,2086,""" HI BABE",2704,Txt on,2950,Call Identifier Code,2720,pc to,1192,text messages,320,befor,75,redeemable www.ringtoneking.co.uk,2519,Moby,1593,free 2,423,girl in,2776,61610
spam,588,call 08718726978 !,1261,Haf ?,2828,. Omg,498,house on,1056,T&C at,2198,. to 61610,1217,08700621170150p msg,1826,PA,2875,. warm,514,Camcorder reply 08000930705,73,s Oyea,39,London,609,sux snake,325,... Fuck Merry,1039,wedding chapel,267,on Tuesday,2331,BABE IM,2335,FREE Bluetooth,1700,entry in,1165,By Rajitha
spam,823,os to,191,Cheer No Tear,1087,December .,733,! 09061221066,1227,rooms befor,2363,road side,2633,address sir,2542,girls at,28,Cheers message Zogtorius,566,. Delivery,1301,. Teresa,1392,", today",1668,apply Reply HL,193,landline Delivery,2369,2003 Account,1520,Tuesday night,2531,slots weekends,1482,driving test,1961,... hamster,1144,61610 .
spam,1915,) Dear Helen Dozens,872,Rose water,2872,Ma head,1887,.. Mind,1959,GUD .,2605,per,2002,Netcollex Ltd. PO,929,service VU,1917,canada abi,1035,flag on,1645,K.k.how business,1840,impression,256,for,2159,one,605,1000,371,Friends that,619,2 u.,2105,ten,1579,LOVE JEN XXX,969,touch to
spam,1438,WON Xmas,1715,WK Txt STORE 88039,2602,. 2 .,955,service Msgs,1747,S:)no for,467,? hope,74,to 85555 !,1844,UR - call,2879,Rose water season,388,finish call,2782,txt X,148,Den,705,? year,567,. at 18,680,story of,2230,? tomorrow,1016,u,853,: two egg,2681,4 real,2549,100 free
spam,2763,... mind,927,Suprman Matrix3,533,sister to,2209,4.50 Should,2651,HI BABE UAWAKE?FEELLIKW,2957,: two,1240,my PA,2524,to one,187,Text to 87121,2242,IQ Tis IAS,1619,S:)no competition,443,maga money,1303,morning princess Happy,1843,2003 for,1088,2 go,2412,... Y,2118,Ltd. 1013,2930,work call,1383,08718726978 !,1899,good from
spam,52,morning Happy,2578,Netcollex Ltd per,84,"Babe ,",1195,3MOBILE IF,1594,08717898035 . Â£3.00,1444,Neva .,262,sense foot,1637,", everybody",107,84199 Opt,679,", IÂ’L",413,shopping to,2770,3510i DeliveredTomorrow,2500,150p . Netcollex,393,cal once,1689,lt;#&gt da .,260,Crying Baby,2496,Dude while,2835,entry,654,credit,1671,! Chat
spam,917,mobile T,264,there-- greece,2414,lunch break,874,Tuesday night 4,748,smile to,2861,_ _,2699,ni8,1295,. within 28,864,advice,2570,Tuesday,883,. on 08000839402,568,"Offer Motorola ,",1529,seven Is,548,until,2374,home to,891,Promotion Number,621,UR BAHAMAS,1563,", blimey",1269,attempt u,966,... to
spam,2920,bit of,2431,prize GUARANTEED .,1947,dinner tonight,2373,bus stop,1930,87066 . Ldew.com1win150ppmx3age16subscription,1575,... Hee,2568,T Cs Â£3.00,779,BAHAMAS ! 08081560665,1630,exam march 3,404,- Xmas,245,Latest Motorola,2021,Rajitha Raj Ranju,2789,Â£750 . 2,55,to 85023,2590,Oyea .,2128,Crazy,68,Zogtorius IÂ’ve,2085,Staff placement,1058,. T&C,951,get yo
spam,2204,Moment in,449,of,1783,Ya tel,1164,Miles,890,Nickey Platt,964,tkts 21st 2005,2288,birthday feb,1078,footprints,1464,. Morning,1306,on,1389,e 4,620,pic re,2452,Update_Now Xmas Offer,935,HUNNY 4BREKKIE JEN,2558,- S. I. M.,391,! Text,1061,18 150p,1967,Account Statement,1513,minutes to,306,Earth ...
spam,1271,Hurry Soup,2410,work something,2696,CASH To,295,THANKS FOR,2483,Call 09050090044,1883,Landline DATEBox1282EssexCM61XN min,1264,dokey iâ€˜ll,1380,rest week,2497,txt to,2607,: Fancy,1299,2morrow ! care,819,Xmas prize claim,1868,office lap,22,? Fifty,397,miles from,2726,Wasted Den,1664,K -):-,1756,bâ€˜ham .,546,one ;,1138,. Iriver 255
spam,1007,.. 2morrow,2566,Taka .,2006,... chiong,2449,africa hope,1640,. Money,1806,to Ten,2275,2 save,1650,text stop 61610,2504,Dude,575,EY CALM DOWNON,1108,1000 on,1831,Opt - ENG,442,r TODAY,1270,MINS .,2433,Dat,2327,3030 .,2271,PSXTRA PORTIONS ME,495,FREE MobileUpd8,2912,bx420-ip4 - 5we,2179,either Bahamas
spam,1064,INDIA SED,2816,time ur,2740,* pub,1984,Ten,720,2 know,1327,2 is,530,: 8714714 -,317,OptOut STOP,831,Babe What,1171,! Happy New,2598,50 ...,2913,brings Night,2794,Got Dat,2765,call 087187272008,2311,! bx420-ip4 5we,578,", rencontre",2420,AMY,2032,seven,1815,Wine dhina vaazhthukkal,1208,Gimme
spam,1015,reward,2057,42810 29/10/0,2600,. Musta,2150,2 between,662,phone with,2139,2 BAHAMAS,1703,"20,000 txt",2428,Happy !,1762,two,2487,Claim,1038,RT -,2684,surfing lor,2764,receiptsâ€”well,64,UP4 NETHING J,1936,net mins&100txt,1399,TxtNO 4 ads,1653,night r,834,cine lor Dun,300,'s Holby,2889,TAROT TEXTS
spam,1291,3230 's,2801,father John,2752,", DEVIOUSBITCH.ANYWAY IÂ’L",2134,care of,204,Hmm to,164,gossip at,1852,07123456789 Yahoo !,851,. To,214,father John .,730,. Anyways,2320,Hmm,1357,call 087187272008 !,2478,Wewa,2087,New Mobiles,2557,Pound 2,2823,. 500,2479,Ta earn,661,. 09058094454,2644,. Iriver,2173,", 087187272008 NOW1"
spam,2194,lor time,9,? Randy,1531,- week,1310,MobileUpd8 08000839402,1787,. gravy,1612,K if,2693,STORE 88039 SkilGme,1180,", boat",1794,movies in,989,! 1 year,531,Cornwall ? Txt,277,. Cost,1034,. Oyea,1185,. 13/4/04,10,Twinks bears,1337,3 TAROT !,598,Near,246,TCs POBox334 Stockport,1909,NOKIA Motorola,993,free 0800
spam,2530,Yahoo !,2372,4 .,584,Rose,332,HEART WITH,2094,STOP to,198,WON !,552,Loved Gud,2466,", IÂ’L """,1322,2 . OptOut,1297,2 our,1669,Voila ! Money,2826,"Rose ,",849,Great Building Was,869,Detroit,1414,EY DOWNON,564,Xmas . claim,2622,that,2713,rs shelf,2581,! 2stoptxt T&Cs,1084,pound :)
spam,2528,ONLYFOUND AFEW,2907,Guild .,997,TONE to,1629,call 09066362231 !,1182,.... night,489,... 630 oredi,1462,. Msgs,543,13/4/04 08717507382,2635,SiPix,1904,s i.ll,249,- for three,2432,630,2469,Pound 2 claim,1860,Thanx 4 everything,1753,Account Statement shows,2792,2003,1274,", princess",162,to 61610,1136,- 09058094597,1445,test to
spam,595,... 630,1692,ur 2,1094,"Shampain "" dhina",1880,. T&C 18,837,i.ll,1628,Cheer Tear U,663,one dunno,822,to 62468,615,Merry,2165,08712466669,570,. Â£3.00 Sub,1902,did Kids,719,Cheap Chat,1654,Gud,1309,", life",2850,news after,11,Kids .,1767,mean bâ€˜ham,644,SEE U,2583,"PA ,"
spam,709,week end,1481,pc mom,939,Dear Helen of,2506,... wind,2885,Mobile,945,for 2 .,1948,10p minute BT,2254,"IÂ’L """,542,Xmas prize,253,big hundred.he,2670,( games,2393,california weather,1446,airport road,744,abt mei,2527,GIV SHIT BAILIFF,2620,", TsandCs",1051,to 86688,2005,DeliveredTomorrow ? 300,2239,spree WK .,2342,vouchers entry
spam,2580,", mom",2614,hundred.he batsman:-,1480,Helen of,1110,much Ta,882,.. 2morrow maga,382,GRAN,2318,SHIT.JUSTFOUND ALETTER,1352,Aiyah tok u,1463,Starts monday,1413,deal:- care,479,after,1391,times per,2258,2waxsto do,2476,wnt to,1226,crab Crab :,897,SiPix Digital Camera,856,"Dear ,",1104,a City,508,"May ,",2868,wit
spam,1324,money that,1331,darlings Hope,1679,Dear Helen Dozens,926,! Thanks,2657,home by,2059,is John,2276,Costa Del,769,VIA ALETTER,389,HAUGHAIGHGTUJHYGUJ,547,FA Cup,2739,'s Ãœ,1403,Txt to 86688,2155,Helloooo ...,1179,call 09061209465 C,1498,! monday,2330,KIng Pro Club,788,IN AGES,1013,", HEART",1471,With,2272,long 9
spam,2302,. Call 09050090044,2097,4u,1158,. Call 09094646899,666,Free,1698,Last 2,2394,landline Delivery 28,2481,won Â£750,1429,MMM ...,1211,: www,1685,of million,223,from Omg,1613,Yo,380,at 930 ?,1666,2 .,764,WITH,1911,Lul gettin,1181,story Man,718,: No,2050,KIng Club,430,May . Text
spam,2123,""" woah",796,SiPix Digital Camera 09061221066,1758,to 87121,2149,? 5.30,1225,WANNA ? XX,579,within,634,Ambrith,504,. nurses,15,. mobile,1020,to 61610 .,2921,8714714 awarded,376,! DOWNON,1882,", PROBPOP CU",1907,weâ€˜re bâ€˜ham .,1424,", IÂ’L CALL",1006,Chef,1440,U LIKE,596,", INTELLIGENT",2755,! Happy,1004,Man -
spam,2721,way friendship one,660,latest 4,1865,lap in,2881,HI DARLIN,1135,K.k:)apo k.good,115,Detroit .,2406,", 16 TsandCs",672,2 - 2,1584,mayb lor,2937,approaches,343,. need,129,a Man,840,.. Gud Ni8;-,2402,maga that,1933,XCHAT .,1578,... U,1769,. Ã¼,2916,0870 INCLU,2292,. Text,2811,-- you've
spam,1714,Neva mind,641,FreeMsg Fancy flirt,922,on 02/06/03 !,2142,points Call Identifier,583,. Call 09058094454,1281,16 Remove,532,Txt 86688,826,for Xmas,2888,YES-910 NO-910 See,920,Free Camcorder call,905,rcvd to,436,thread cause,2692,from Dear,1070,sitter for,1643,Detroit home,2405,"Damn ,",1063,Your 4,2924,. self,212,T Cs,2238,.. Gud
spam,1878,20 ...,2503,leg Musta,2932,", kiss",1152,Update_Now,1713,John _ _,2082,2waxsto,1356,. Â£3.00,1411,. friendship,1139,HI IM,979,without,1560,Wanna who,1738,NEFT reference number,1407,another T&C,2031,than,904,what in,298,86888,299,way London,1572,u. Thanx,281,Txt . Call,2637,SHOWR
spam,2132,day Ã¼ da,896,.. mail,81,2 BAHAMAS CallFREEFONE,203,2 . Yar,2554,? tok 2,1819,60p .,497,Taka,2550,na Google,1548,PRIVATE 2003,2045,4 FREE,1793,09094646899 ! Chat,252,california . weather,630,text to,2107,Thanks ringtone,2766,High if,224,. Text 87121,509,2 his,1478,'m Google,1117,2 :-(,1376,sense in
spam,925,touch over,2201,4 . lunch,2472,Moment,1920,chat flirt,511,2005 Text,2521,! Txt 86688,2026,GUD MRNG,2443,end march el,1621,Neva,2923,movies laptop,1837,Zogtorius,6,mc,1702,get MATCHED,1114,to 80488 .,1503,lt;#&gt da,2810,between 2,2093,. 09050090044 toClaim,667,at seven .,1955,High Street prize,2145,ASKED 3MOBILE CHATLINES
spam,676,year pass,1913,. Delivery 28,2028,for 2,2529,", reference",1453,Howz,713,apply Reply,2962,Nothing problem:-,46,credits www.ringtoneking.co.uk !,2513,Map .. Imprtant,2943,ar,836,hopes with,2075,NIGHT THANKS,2685,4 my,1695,the Guild,1606,bridgwater banter,1538,.. Ni8;- ),463,. 28,1314,A SHIT,2312,.. waves,327,.. ONE
spam,1421,trueÂ¡C C RingtoneÂ,1846,GRAN AFEW,348,""" dhina",1569,rights of,480,", prize",828,games TheDailyDraw,2623,Mobiles from 2004,1540,. Txt LOVE NAME1,1134,Nickey Platt of,1565,sch stuff,683,- DOUBLE Mins,741,SiPix ! call,2585,are SiPix,2277,Imprtant r,1402,"DAYS AGO.CUSOON """,2906,447801259231,1466,call 09061743386,640,Reply 4,1426,. what,2053,wednesday
spam,2858,. PSXTRA,2905,have Â£750,143,. Ldew.com1win150ppmx3age16subscription,2441,! 2003,534,New,456,. text,824,the Crab,1599,class with,259,Haf u eaten,1658,. side,1526,121,878,who at,1791,4 Chef,1183,Mins 1000,1193,? tok,2167,HI BABE,2917,* face,285,JEN .,270,bottle wine,576,Xmas 2 claim
spam,2822,K call,1212,CSH11 to,2153,.. Eyes,2715,; cheese,861,87575 .,538,Howz r,2257,problems,1676,? thought,2848,.. Imprtant,2534,r model,1499,for three,1728,"1/2price , 500",2255,ADAM to,2621,sister cookies,1148,call at,1631,Amrita college,938,. banks,1893,sch at,2023,! girls,273,cricket ground Gimme
spam,1842,", 6days ,",956,Dun,351,credits at,765,. weâ€˜re,477,? 300 minutes,1527,4 * Costa,1750,Moby .,196,1000 Txt,880,Amrita .,454,! 100,261,heart Txt,113,textbook intro,1952,WANNA ?,550,new Duchess,2137,number to,1824,. Coffee,474,", textin",311,087187272008 ! 10p,770,Starts monday !,346,.. Pl
spam,94,2,215,game to,1724,wrks with,1441,08001950382 call,2512,SED L8ER GOT,2636,chiong sat,2291,. 3030 .,753,! Text 85555,586,. Gimme,1727,IM TELLMISS IM,1566,chances to,1255,part oredi,2418,lesson,937,call 2optout D3WV,767,- KIng Pro Video,134,time hope,1624,"Night , Wish",1027,Dude sux snake,1991,. worries,2228,chiong on
spam,1474,. Chef,2771,married Ãœ,1249,2 e sim,420,4 *,1196,Aiyah 2,582,gettin gossip,243,FLAG 84199 !,400,4 ! MobileUpd8,2525,087187272008 NOW1 !,2507,Huh ... Dat,254,landline within,690,Costa Del Sol,1379,to,2599,cruise CASH,102,500 FREE,1125,Cos at,600,EY DOWNON THEACUSATIONS,2231,bus If,2313,lyricalladie(21/F ),2416,near
spam,562,whether 2 ...,1448,contact U,1693,lunch la,783,Opt -,2456,) to,1721,help Ashley,197,u Wot ?,2952,What pin,944,. Identifier Code,373,week in,1347,to 89545,43,cheese pizza 2,1046,Chat,1786,Huh ...,777,e msg 2,1008,shade to,2945,=,786,california,2934,to 84199 !,1490,Call 08000839402
spam,1525,Ãœ home,1551,. Cost 150p,1427,130 . 255,901,4 den,2911,. Mountains,100,four,216,! From 100,2375,in,1960,. Neva,1400,alex about,80,08701237397,2882,. 2morrow !,2183,2004,58,12mths linerental,1972,park village,0,Love law,2837,Happy New,250,Update_Now Offer,2477,bx420-ip4 .,2423,Voila
spam,292,barcelona By,2756,to 80488,178,sim archive Haiz,876,computer Aiyah,1186,Neva test quality,943,K. call,757,... Den,1797,4 ! bx420-ip4,2603,.. Ã¼,811,ENG STOP,2100,! year,490,someone punto,500,LIFT U TOMORROW,2182,Umma .,138,camera phones,2805,. 4 Chef,1814,call 08000930705,1694,CU 4BREKKIE,180,points Call,2074,reply today
spam,465,model sony,2774,noun u,2556,cricket Gimme,986,+,2001,fifteen,144,ALETTER THATMUM GOTMARRIED,2184,Babe !,2088,? To,487,march el,1338,thru Voila,857,4 After,787,THATMUM 4thNOV.BEHIND Â–,2705,problem thanx,1723,a Txt,908,XXX pics,529,v wet,1398,4,2493,california .,689,"Rose , season",2815,Sat
spam,1876,"Mobiles ,",2223,type of,172,PROBPOP CU,2953,one ends,2252,your Valentine,460,? 300,1259,? to,2671,Double 1000,2308,""" morning",2136,everything to,110,) Dear,978,games TheDailyDraw Dear,1396,better tho,1605,Text 85555,2263,GRAN AFEW DAYS,2617,. sister,2910,my London,2102,4thNOV.BEHIND,159,? xxx,2078,4 Costa
spam,881,Aiyah tok,999,. 16 .,2382,call for,1644,Netcollex per,2510,for yo,704,. photos,2877,BABE IM AT,2240,08000839402 ! 2stoptxt,1768,NOKIA,887,Orange Call,241,2004 MUST,1053,Happy New Year,2593,Imprtant r TODAY,1415,150p Polo,2675,I. points Call,284,Men ladies,2047,. INDIA CUST SERVs,1409,13/4/04 . 08717507382,681,MUST Txt,2076,once
spam,1611,80488 .,629,Den chiong sat,1155,phone ur,1098,Luv to,453,", Matrix3",2686,1,2944,Tuesday night r,2563,Call 08715203652 :,2682,morning,2404,friends with,1489,bâ€˜ham,1788,txt X 07786200117,1019,.. finishd,2571,4 ?,2700,call on,518,8714714 UR,2864,8th to,1419,HI BABE HOME,524,on monday,604,txt ENG
spam,2015,yuou on,2041,HI IM AT,1639,bed girl,2437,09065989182 From,2020,SiPix Digital,2618,redeemed S.,911,STOP Â£1.50 008704050406,1822,""" EY",2161,lt;#&gt cheese,60,tho,51,? Fifty ?,310,IF 0870,2070,what to,2491,sittin waitin,565,Update_Now - Offer,1648,Don,2893,Wot about,1968,! Account Statement,947,sim Haiz,471,SED L8ER
spam,1333,3MOBILE,1258,CU 4BREKKIE !,2689,IN CU,2371,130 255,2048,chuckin ur,2348,for 800,700,PROBPOP CU SATTHEN,503,tok u,794,FREE NOKIA,458,With 300,1928,... Weiyi,1817,83021 .,2060,. 2 Mark,916,type stuff,1049,3MOBILE 0870,8,necklace as,1488,. BT,1157,Brandy Rum,493,Don da:)whats,2462,on 02/06/03
spam,991,CALL,599,like,445,.. Crab,2030,iâ€˜ll,502,what Vegas,1732,. 500 text,151,Win,1661,ex ...,1590,80488 Your,1635,FreeMsg Fancy,1256,LATE LOVE,2339,Shampain Wine dhina,2852,YES-910 .,933,alive Gud,2523,letter on,1910,THE LIFT,1390,logo ur,692,Z care,2157,. time,923,"Mobiles 2004 ,"
